name,Age,selling_price,km_driven,fuel,seller_type,transmission,owner
Hyundai Grand i10 1.2 CRDi Asta,4,755000,8000,Diesel,Individual,Manual,0
Maruti Ertiga SHVS VDI,6,720000,60000,Diesel,Individual,Manual,0
Mahindra Bolero SLX,17,229999,200000,Diesel,Individual,Manual,1
Mahindra Scorpio S7 140 BSIV,5,1100000,20000,Diesel,Individual,Manual,0
Volkswagen Polo Petrol Comfortline 1.2L,10,400000,100000,Petrol,Individual,Manual,0
Hyundai Xcent 1.1 CRDi Base,8,350000,70000,Diesel,Individual,Manual,1
Chevrolet Beat Diesel PS,11,159000,68000,Diesel,Dealer,Manual,0
Maruti Swift ZXi BSIV,6,550000,38000,Petrol,Dealer,Manual,0
Maruti Ritz VDi,10,335000,80000,Diesel,Dealer,Manual,0
Tata Indigo CS Emax CNG GLX,9,185000,72000,Other,Dealer,Manual,0
Maruti Eeco 5 STR With AC Plus HTR CNG,11,229999,75000,Other,Dealer,Manual,0
Maruti Estilo LXI,9,225000,43000,Petrol,Dealer,Manual,0
Maruti Swift VXI with ABS,16,250000,120000,Petrol,Individual,Manual,1
Tata Zest Quadrajet 1.3 XM,8,400000,100000,Diesel,Individual,Manual,0
Maruti Swift VDI BSIV,9,470000,163000,Diesel,Individual,Manual,0
Maruti Alto K10 VXI AGS Optional,5,300000,25000,Petrol,Individual,Automatic,0
Maruti Alto LX,12,145000,25000,Petrol,Individual,Manual,0
Maruti SX4 Vxi BSIII,16,100000,90000,Petrol,Individual,Manual,1
Mahindra Scorpio SLE BSIV,9,500000,70000,Diesel,Individual,Manual,1
Hyundai Santro Xing GLS CNG,13,130000,98000,Other,Individual,Manual,1
Chevrolet Cruze LTZ,13,240000,81925,Diesel,Individual,Manual,0
Ford Figo Diesel Celebration Edition,10,150000,80000,Diesel,Individual,Manual,1
Renault KWID RXT Optional,6,270000,40000,Petrol,Individual,Manual,0
Maruti Swift Dzire VDI,9,400000,90000,Diesel,Individual,Manual,0
Hyundai EON Era Plus,11,200000,46000,Petrol,Individual,Manual,0
Mahindra XUV500 W6 2WD,11,550000,80000,Diesel,Individual,Manual,0
Renault KWID 1.0 RXT Optional,5,325000,35000,Petrol,Individual,Manual,0
Skoda Rapid 1.5 TDI AT Style BSIV,6,860000,82080,Diesel,Individual,Automatic,0
Mahindra XUV500 W8 2WD,11,600000,200000,Diesel,Individual,Manual,0
Chevrolet Spark 1.0,14,125000,70000,Petrol,Individual,Manual,0
Maruti 800 AC,23,60000,40000,Petrol,Individual,Manual,1
Chevrolet Tavera Neo 3 10 Seats BSIV,13,300000,120000,Diesel,Individual,Manual,1
Ford Fiesta 1.6 ZXi Duratec,16,190000,60000,Petrol,Individual,Manual,1
Maruti Ertiga VDI,10,400000,110000,Diesel,Individual,Manual,0
Tata Manza Aura Quadrajet BS IV,12,260000,97000,Diesel,Individual,Manual,1
Maruti Swift VVT VXI,6,400000,30000,Petrol,Individual,Manual,0
Hyundai i20 Sportz Petrol,13,250000,40000,Petrol,Individual,Manual,0
Hyundai Grand i10 1.2 Kappa Asta,4,600000,10000,Petrol,Individual,Manual,0
Maruti Zen Estilo VXI BSIV,13,175000,52047,Petrol,Individual,Manual,0
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,12,450000,200000,Diesel,Individual,Manual,1
Tata Tiago 1.2 Revotron XZA,4,350000,15000,Petrol,Individual,Automatic,1
Maruti Vitara Brezza ZDi,5,800000,50000,Diesel,Individual,Manual,0
Maruti Swift VXI BSIII,12,250000,70000,Petrol,Individual,Manual,1
Maruti Swift VXI BSIV,4,600000,10000,Petrol,Individual,Manual,0
Maruti Swift VDI BSIV,6,600000,90000,Diesel,Individual,Manual,0
Maruti Alto 800 LXI,7,130000,40000,Petrol,Individual,Manual,0
Maruti Wagon R LXI,17,90000,62009,Petrol,Individual,Manual,1
Hyundai i20 Active 1.2 S,6,595000,33100,Petrol,Individual,Manual,1
Hyundai EON Era Plus,9,190000,40000,Petrol,Individual,Manual,1
Hyundai Santro GLS I - Euro I,24,50000,120000,Petrol,Individual,Manual,1
Maruti Wagon R LXI Minor,16,95000,80000,Petrol,Individual,Manual,0
Tata Safari Storme VX,7,1000000,70000,Diesel,Individual,Manual,0
Mahindra Scorpio REV 116,17,220000,220000,Petrol,Individual,Manual,1
Mahindra Bolero SLX,13,400000,50000,Diesel,Individual,Manual,0
Datsun GO Plus A,8,315000,45000,Petrol,Individual,Manual,1
Toyota Fortuner 4x4 MT,9,1000000,110000,Diesel,Individual,Manual,0
Ford Ecosport 1.5 DV5 MT Titanium,9,500000,49000,Diesel,Individual,Manual,0
Mahindra XUV500 W11 AT BSIV,5,1600000,35000,Diesel,Individual,Automatic,0
Mahindra Supro VX 8 Str,6,500000,160000,Diesel,Individual,Manual,0
Maruti Alto LX,16,70000,180000,Petrol,Individual,Manual,1
Maruti 800 AC,16,105000,60000,Petrol,Individual,Manual,1
Ford Endeavour 2.5L 4X2 MT,15,400000,110000,Diesel,Individual,Manual,1
Maruti Wagon R LXI,19,80000,60000,Petrol,Individual,Manual,1
Maruti Alto 800 VXI,7,300000,30000,Petrol,Individual,Manual,0
Mahindra KUV 100 D75 K2,6,409999,40000,Diesel,Individual,Manual,0
Maruti Swift Glam,14,250000,70000,Petrol,Individual,Manual,0
Tata New Safari DICOR 2.2 EX 4x2,13,250000,120000,Diesel,Individual,Manual,1
Maruti Swift Dzire VDI,11,215000,80000,Diesel,Individual,Manual,1
Toyota Fortuner 4x4 MT,8,1400000,120000,Diesel,Individual,Manual,0
Honda Brio 1.2 VX MT,5,475000,20000,Petrol,Individual,Manual,0
Honda Brio 1.2 VX MT,5,475000,22000,Petrol,Individual,Manual,0
Chevrolet Spark 1.0 LS,15,75000,35000,Petrol,Individual,Manual,1
Chevrolet Sail Hatchback LS ABS,10,200000,120000,Diesel,Individual,Manual,1
Tata Tiago NRG Petrol,4,575000,8000,Petrol,Individual,Manual,0
Maruti Ritz VDi,12,150000,40000,Diesel,Individual,Manual,1
Maruti Vitara Brezza ZDi Plus,5,850000,10000,Diesel,Individual,Manual,0
Hyundai Santro Era,4,350000,30000,Petrol,Individual,Manual,0
Ford Endeavour 2.5L 4X2 MT,12,550000,54000,Diesel,Individual,Manual,1
Hyundai Verna 1.4 VTVT,6,330000,80577,Petrol,Individual,Manual,0
Honda City i-DTEC V,6,1044999,25000,Diesel,Individual,Manual,0
Hyundai Verna 1.6 CRDI,12,300000,127500,Diesel,Individual,Manual,1
Hyundai EON D Lite Plus,8,235000,40903,Petrol,Dealer,Manual,0
Ford Figo Petrol Titanium,12,120000,60000,Petrol,Individual,Manual,1
Maruti Wagon R VXI,19,130000,46000,Petrol,Individual,Manual,0
Ford Endeavour 4x4 XLT,19,275000,22288,Diesel,Dealer,Manual,1
Volkswagen Jetta 2.0 TDI Trendline,12,270000,180000,Diesel,Individual,Manual,1
Volkswagen Polo 1.5 TDI Highline,8,500000,30000,Diesel,Individual,Manual,1
Hyundai Grand i10 Sportz,8,400000,61690,Petrol,Dealer,Manual,0
Hyundai i20 Asta 1.2,8,600000,64484,Petrol,Dealer,Manual,0
Audi Q5 2.0 TDI,11,1350000,90000,Diesel,Individual,Automatic,1
Renault Duster 85PS Diesel RxE,10,400000,75976,Diesel,Dealer,Manual,1
Ford Figo Diesel Titanium,12,220000,70000,Diesel,Individual,Manual,1
Honda Brio E MT,11,300000,85962,Petrol,Dealer,Manual,1
Maruti Omni E MPI STD BS IV,5,250000,120000,Petrol,Individual,Manual,0
Honda Mobilio V i DTEC,8,600000,120000,Diesel,Individual,Manual,0
Honda Brio S Option AT,11,285000,75000,Petrol,Individual,Automatic,1
Honda Accord 2.4 MT,14,350000,57035,Petrol,Dealer,Manual,0
Mahindra Bolero SLX,12,170000,70000,Diesel,Individual,Manual,1
Ford Figo 1.2P Ambiente MT,8,229999,45000,Petrol,Individual,Manual,0
Mahindra XUV500 W6 2WD,10,500000,72104,Diesel,Dealer,Manual,1
Tata Nano Lx,12,75000,15000,Petrol,Individual,Manual,0
Hyundai i20 Active 1.2 SX,7,600000,30000,Petrol,Individual,Manual,0
Tata Indigo LS Dicor,12,220000,80000,Diesel,Individual,Manual,0
Tata Indica Vista Terra 1.4 TDI,14,150000,164000,Diesel,Individual,Manual,1
Maruti Alto LX,17,65000,124439,Petrol,Individual,Manual,1
Maruti Zen VXI,17,120000,77000,Petrol,Individual,Manual,1
Maruti Swift Dzire VDI,9,240000,90000,Diesel,Individual,Manual,0
Renault KWID 1.0 RXT Optional,6,390000,30000,Petrol,Individual,Manual,0
Chevrolet Beat LS,11,180000,50000,Petrol,Individual,Manual,0
Maruti Swift VDI,11,320000,80000,Diesel,Individual,Manual,1
Maruti Alto 800 LXI,5,310000,5000,Petrol,Individual,Manual,0
Maruti Wagon R AMT VXI,5,420000,24000,Petrol,Individual,Automatic,0
Tata Tiago NRG Petrol,4,550000,10000,Petrol,Individual,Manual,0
Maruti Ertiga SHVS VDI,7,550000,78000,Diesel,Individual,Manual,1
Mahindra TUV 300 T4 Plus,5,760000,50000,Diesel,Individual,Manual,0
Maruti 800 AC BSII,22,43000,100000,Petrol,Individual,Manual,1
Maruti Omni MPI STD BSIV,5,250000,20000,Petrol,Individual,Manual,0
Hyundai Santro Magna BSIV,4,500000,1250,Petrol,Individual,Manual,0
Tata Zest Revotron 1.2 XT,8,380000,17152,Petrol,Individual,Manual,0
Mahindra XUV500 W11 Option AT AWD,4,1850000,5000,Diesel,Individual,Automatic,0
Volkswagen Polo Diesel Trendline 1.2L,11,350000,77000,Diesel,Individual,Manual,0
Hyundai Verna CRDi,15,195000,90000,Diesel,Individual,Manual,1
Chevrolet Beat LS,12,225000,80000,Petrol,Individual,Manual,1
Toyota Innova 2.5 G (Diesel) 7 Seater,8,1125000,65000,Diesel,Individual,Manual,0
Tata Indica Vista Quadrajet LX,12,133000,80000,Diesel,Individual,Manual,0
Hyundai EON Era Plus,10,200000,24005,Petrol,Individual,Manual,0
Maruti Vitara Brezza ZDi Plus,5,940000,20000,Diesel,Individual,Manual,0
Renault Duster 85PS Diesel RxL,9,400000,120000,Diesel,Individual,Manual,0
Hyundai i10 Era 1.1,14,120000,120000,Petrol,Individual,Manual,1
Maruti Swift Dzire ZDI,8,625000,80000,Diesel,Individual,Manual,0
Maruti Swift 1.3 VXi,18,110000,80000,Petrol,Individual,Manual,0
Renault Duster 110PS Diesel RxZ,11,490000,100000,Diesel,Individual,Manual,0
Maruti Alto LX,14,140000,120000,Petrol,Individual,Manual,1
Ford Figo Diesel ZXI,12,175000,149000,Diesel,Individual,Manual,1
Maruti Wagon R LXI BSIII,18,90000,65000,Petrol,Individual,Manual,1
Maruti Swift Ldi BSIV,14,275000,100000,Diesel,Individual,Manual,1
Volkswagen Vento Diesel Highline,12,300000,65000,Diesel,Individual,Manual,1
Datsun GO Plus T Option BSIV,5,270000,19000,Petrol,Individual,Manual,1
Chevrolet Beat LT,13,130000,80000,Petrol,Individual,Manual,1
Maruti Alto K10 VXI Airbag,8,275000,30000,Petrol,Individual,Manual,0
Maruti Swift VDI,11,352000,109000,Diesel,Individual,Manual,0
Hyundai EON LPG Magna Plus,11,180000,90000,Other,Individual,Manual,0
Maruti Alto LX,11,150000,90000,Petrol,Individual,Manual,0
Volkswagen Vento Diesel Highline,12,300000,65000,Diesel,Individual,Manual,1
Maruti Swift Vdi BSIII,13,300000,110000,Diesel,Individual,Manual,1
Mahindra Bolero DI DX 7 Seater,16,225000,120000,Diesel,Individual,Manual,0
Honda Mobilio V i DTEC,9,600000,44000,Diesel,Individual,Manual,0
Maruti Ertiga BSIV ZXI,8,500000,80000,Petrol,Individual,Manual,0
Honda BR-V i-VTEC S MT,5,900000,5000,Petrol,Individual,Manual,0
Hyundai i20 Magna 1.2,7,600000,61000,Petrol,Individual,Manual,0
Toyota Etios VD,12,450000,100000,Diesel,Individual,Manual,1
Hyundai i10 Era 1.1,14,270000,27633,Petrol,Individual,Manual,0
Maruti Swift Vdi BSIII,13,310000,100000,Diesel,Individual,Manual,1
Hyundai Santro Xing GLS Audio LPG,11,250000,100000,Other,Individual,Manual,0
Ford Figo 1.2P Titanium MT,4,700000,12586,Petrol,Dealer,Manual,0
Fiat Avventura Urban Cross 1.3 Multijet Emotion,5,650000,38083,Diesel,Dealer,Manual,0
Ford Figo Diesel ZXI,11,400000,55328,Diesel,Dealer,Manual,0
Ford Figo Diesel Titanium,11,425000,81632,Diesel,Dealer,Manual,0
Ford Aspire Titanium Diesel BSIV,7,600000,155201,Diesel,Dealer,Manual,0
Ford EcoSport 1.5 TDCi Titanium BSIV,10,600000,93283,Diesel,Dealer,Manual,0
Maruti Swift Ldi BSIII,14,300000,217871,Diesel,Dealer,Manual,0
Ford Fiesta Classic 1.4 Duratorq CLXI,11,450000,90165,Diesel,Dealer,Manual,0
Ford Ecosport 1.5 DV5 MT Titanium,9,750000,101504,Diesel,Dealer,Manual,0
Ford Figo Titanium Diesel BSIV,13,325000,86017,Diesel,Dealer,Manual,1
Mahindra XUV500 W8 2WD,10,900000,85036,Diesel,Dealer,Manual,1
Ford Ikon 1.3L Rocam Flair,17,180000,91086,Petrol,Dealer,Manual,1
Fiat Punto 1.3 Emotion,10,350000,160254,Diesel,Dealer,Manual,1
Ford EcoSport 1.5 TDCi Titanium BSIV,10,600000,125531,Diesel,Dealer,Manual,1
Honda WR-V i-DTEC V,4,900000,60000,Diesel,Individual,Manual,0
Skoda Laura L n K 1.9 PD,17,350000,100000,Diesel,Individual,Manual,0
Maruti Ritz LDi,10,280000,90000,Diesel,Individual,Manual,1
Mahindra Xylo D2,14,225000,120000,Diesel,Individual,Manual,1
Honda City i DTEC S,9,520000,82000,Diesel,Individual,Manual,0
Mahindra Scorpio 1.99 S4,7,509999,60000,Diesel,Individual,Manual,0
Maruti Baleno Alpha 1.2,4,556000,24000,Petrol,Individual,Manual,0
Tata Indigo Grand Dicor,9,225000,120000,Diesel,Individual,Manual,0
Honda Amaze EX i-Dtech,10,325000,65000,Diesel,Dealer,Manual,0
Maruti Swift VDI,10,365000,65000,Diesel,Dealer,Manual,0
Hyundai Creta 1.6 CRDi SX Plus,8,850000,84000,Diesel,Dealer,Manual,0
Toyota Etios GD SP,10,350000,75000,Diesel,Dealer,Manual,0
Maruti Swift VDI,16,225000,50000,Diesel,Dealer,Manual,0
Maruti Alto LX,12,135000,50000,Petrol,Individual,Manual,0
Maruti Wagon R LXI Minor,16,140000,49000,Petrol,Dealer,Manual,0
Maruti SX4 S Cross DDiS 320 Delta,7,665000,560000,Diesel,Dealer,Manual,0
Renault KWID RXT,8,275000,14365,Petrol,Dealer,Manual,0
Toyota Fortuner 2.8 4WD AT BSIV,6,2750000,41000,Diesel,Individual,Automatic,0
Hyundai Verna 1.6 SX,10,484999,65000,Diesel,Dealer,Manual,0
Maruti Ciaz VDi Option SHVS,8,565000,65000,Diesel,Dealer,Manual,0
Maruti Swift Dzire VDI,10,425000,61083,Diesel,Dealer,Manual,0
Toyota Innova 2.5 VX (Diesel) 8 Seater,10,925000,75000,Diesel,Individual,Manual,0
Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,11,565000,72000,Diesel,Dealer,Manual,0
Renault Duster 110PS Diesel RxL,9,525000,65000,Diesel,Dealer,Manual,0
Hyundai Tucson 2.0 e-VGT 2WD MT,6,1650000,55000,Diesel,Dealer,Manual,0
Hyundai EON Era Plus,8,295000,21000,Petrol,Dealer,Manual,1
Jaguar XF 5.0 Litre V8 Petrol,11,2050000,66363,Petrol,Dealer,Automatic,1
Hyundai Creta 1.6 VTVT AT SX Plus,5,1475000,11700,Petrol,Dealer,Automatic,0
Hyundai Verna VTVT 1.6 AT SX Option,6,1100000,10000,Petrol,Individual,Automatic,0
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,9,4400000,100000,Diesel,Individual,Automatic,1
Maruti Swift ZXI BSIV,7,670000,7104,Petrol,Trustmark Dealer,Manual,0
Maruti S-Cross Zeta DDiS 200 SH,8,750000,45974,Diesel,Trustmark Dealer,Manual,0
Hyundai Verna 1.6 VTVT SX,8,760000,55340,Petrol,Trustmark Dealer,Manual,0
Volkswagen Polo GTI,6,850000,20000,Petrol,Dealer,Automatic,1
Renault Pulse RxL,8,390000,61585,Diesel,Trustmark Dealer,Manual,0
Maruti Celerio VXI AMT BSIV,7,450000,39415,Petrol,Trustmark Dealer,Automatic,1
Honda Brio V MT,9,425000,29654,Petrol,Trustmark Dealer,Manual,0
Maruti Baleno Alpha 1.3,7,770000,64672,Diesel,Trustmark Dealer,Manual,0
Hyundai Creta 1.6 SX Automatic Diesel,8,1150000,54634,Diesel,Trustmark Dealer,Automatic,1
Honda City i VTEC V,8,775000,66521,Petrol,Trustmark Dealer,Manual,0
Toyota Innova Crysta 2.4 GX AT,5,1725000,23974,Diesel,Dealer,Automatic,1
BMW 3 Series 320d Luxury Line,7,2150000,43000,Diesel,Dealer,Automatic,0
Renault Duster 85PS Diesel RxL,10,450000,1000,Diesel,Dealer,Manual,1
Mercedes-Benz C-Class Progressive C 220d,5,3800000,10000,Diesel,Dealer,Automatic,0
Audi A4 3.0 TDI Quattro,10,1580000,86000,Diesel,Dealer,Automatic,0
BMW X5 xDrive 30d xLine,4,4950000,30000,Diesel,Dealer,Automatic,0
Hyundai Creta 1.6 CRDi SX,7,535000,52600,Diesel,Individual,Manual,0
Maruti SX4 Vxi BSIV,11,225000,110000,Petrol,Individual,Manual,1
Hyundai Grand i10 1.2 Kappa Magna AT,6,550000,19890,Petrol,Dealer,Automatic,0
Maruti Swift ZXI BSIV,7,670000,7104,Petrol,Trustmark Dealer,Manual,0
Maruti Ertiga VXI,8,625000,11918,Petrol,Trustmark Dealer,Manual,0
Hyundai Grand i10 Magna AT,6,520000,10510,Petrol,Dealer,Automatic,0
Chevrolet Beat LT Option,7,239000,41000,Petrol,Dealer,Manual,0
Toyota Fortuner 4x2 AT,6,2600000,47162,Diesel,Trustmark Dealer,Automatic,0
Maruti S-Cross Zeta DDiS 200 SH,8,750000,45974,Diesel,Trustmark Dealer,Manual,0
Hyundai i10 Magna,11,229999,49824,Petrol,Dealer,Manual,0
Audi A6 2.0 TDI Premium Plus,10,1300000,58500,Diesel,Dealer,Automatic,0
Hyundai Santro GS,18,80000,56580,Petrol,Dealer,Manual,0
Skoda Laura Ambiente 2.0 TDI CR MT,11,385000,52000,Diesel,Dealer,Manual,0
Hyundai Verna 1.6 VTVT SX,8,760000,55340,Petrol,Trustmark Dealer,Manual,0
Maruti Swift Dzire VDI,6,600000,46507,Diesel,Trustmark Dealer,Manual,0
Renault Duster 85PS Diesel RxL,10,450000,1000,Diesel,Dealer,Manual,1
Mercedes-Benz C-Class Progressive C 220d,5,3800000,10000,Diesel,Dealer,Automatic,0
Audi A4 3.0 TDI Quattro,10,1580000,86000,Diesel,Dealer,Automatic,0
BMW X5 xDrive 30d xLine,4,4950000,30000,Diesel,Dealer,Automatic,0
Hyundai Creta 1.6 CRDi SX,7,535000,52600,Diesel,Individual,Manual,0
Maruti SX4 Vxi BSIV,11,225000,110000,Petrol,Individual,Manual,1
Hyundai Grand i10 1.2 Kappa Magna AT,6,550000,19890,Petrol,Dealer,Automatic,0
Maruti Swift ZXI BSIV,7,670000,7104,Petrol,Trustmark Dealer,Manual,0
Maruti Ertiga VXI,8,625000,11918,Petrol,Trustmark Dealer,Manual,0
Hyundai Grand i10 Magna AT,6,520000,10510,Petrol,Dealer,Automatic,0
Chevrolet Beat LT Option,7,239000,41000,Petrol,Dealer,Manual,0
Toyota Fortuner 4x2 AT,6,2600000,47162,Diesel,Trustmark Dealer,Automatic,0
Maruti S-Cross Zeta DDiS 200 SH,8,750000,45974,Diesel,Trustmark Dealer,Manual,0
Hyundai i10 Magna,11,229999,49824,Petrol,Dealer,Manual,0
Audi A6 2.0 TDI Premium Plus,10,1300000,58500,Diesel,Dealer,Automatic,0
Hyundai Santro GS,18,80000,56580,Petrol,Dealer,Manual,0
Skoda Laura Ambiente 2.0 TDI CR MT,11,385000,52000,Diesel,Dealer,Manual,0
Hyundai Verna 1.6 VTVT SX,8,760000,55340,Petrol,Trustmark Dealer,Manual,0
Maruti Swift Dzire VDI,6,600000,46507,Diesel,Trustmark Dealer,Manual,0
Renault Duster 85PS Diesel RxL,10,450000,1000,Diesel,Dealer,Manual,1
Mercedes-Benz C-Class Progressive C 220d,5,3800000,10000,Diesel,Dealer,Automatic,0
Audi A4 3.0 TDI Quattro,10,1580000,86000,Diesel,Dealer,Automatic,0
BMW X5 xDrive 30d xLine,4,4950000,30000,Diesel,Dealer,Automatic,0
Hyundai Creta 1.6 CRDi SX,7,535000,52600,Diesel,Individual,Manual,0
Maruti SX4 Vxi BSIV,11,225000,110000,Petrol,Individual,Manual,1
Hyundai Grand i10 1.2 Kappa Magna AT,6,550000,19890,Petrol,Dealer,Automatic,0
Maruti Swift ZXI BSIV,7,670000,7104,Petrol,Trustmark Dealer,Manual,0
Maruti Ertiga VXI,8,625000,11918,Petrol,Trustmark Dealer,Manual,0
Hyundai Grand i10 Magna AT,6,520000,10510,Petrol,Dealer,Automatic,0
Chevrolet Beat LT Option,7,239000,41000,Petrol,Dealer,Manual,0
Toyota Fortuner 4x2 AT,6,2600000,47162,Diesel,Trustmark Dealer,Automatic,0
Maruti S-Cross Zeta DDiS 200 SH,8,750000,45974,Diesel,Trustmark Dealer,Manual,0
Hyundai i10 Magna,11,229999,49824,Petrol,Dealer,Manual,0
Audi A6 2.0 TDI Premium Plus,10,1300000,58500,Diesel,Dealer,Automatic,0
Hyundai Santro GS,18,80000,56580,Petrol,Dealer,Manual,0
Skoda Laura Ambiente 2.0 TDI CR MT,11,385000,52000,Diesel,Dealer,Manual,0
Hyundai Verna 1.6 VTVT SX,8,760000,55340,Petrol,Trustmark Dealer,Manual,0
Maruti Swift Dzire VDI,6,600000,46507,Diesel,Trustmark Dealer,Manual,0
Renault Duster 85PS Diesel RxL,10,450000,1000,Diesel,Dealer,Manual,1
Mercedes-Benz C-Class Progressive C 220d,5,3800000,10000,Diesel,Dealer,Automatic,0
Audi A4 3.0 TDI Quattro,10,1580000,86000,Diesel,Dealer,Automatic,0
BMW X5 xDrive 30d xLine,4,4950000,30000,Diesel,Dealer,Automatic,0
Hyundai Creta 1.6 CRDi SX,7,535000,52600,Diesel,Individual,Manual,0
Maruti SX4 Vxi BSIV,11,225000,110000,Petrol,Individual,Manual,1
Hyundai Grand i10 1.2 Kappa Magna AT,6,550000,19890,Petrol,Dealer,Automatic,0
Maruti Swift ZXI BSIV,7,670000,7104,Petrol,Trustmark Dealer,Manual,0
Maruti Ertiga VXI,8,625000,11918,Petrol,Trustmark Dealer,Manual,0
Hyundai Grand i10 Magna AT,6,520000,10510,Petrol,Dealer,Automatic,0
Chevrolet Beat LT Option,7,239000,41000,Petrol,Dealer,Manual,0
Toyota Fortuner 4x2 AT,6,2600000,47162,Diesel,Trustmark Dealer,Automatic,0
Maruti S-Cross Zeta DDiS 200 SH,8,750000,45974,Diesel,Trustmark Dealer,Manual,0
Hyundai i10 Magna,11,229999,49824,Petrol,Dealer,Manual,0
Audi A6 2.0 TDI Premium Plus,10,1300000,58500,Diesel,Dealer,Automatic,0
Hyundai Santro GS,18,80000,56580,Petrol,Dealer,Manual,0
Skoda Laura Ambiente 2.0 TDI CR MT,11,385000,52000,Diesel,Dealer,Manual,0
Hyundai Verna 1.6 VTVT SX,8,760000,55340,Petrol,Trustmark Dealer,Manual,0
Maruti Swift Dzire VDI,6,600000,46507,Diesel,Trustmark Dealer,Manual,0
Hyundai i20 Sportz 1.2,10,350000,50000,Petrol,Individual,Manual,1
Maruti Alto 800 LXI,9,114999,30000,Petrol,Individual,Manual,0
Hyundai i20 Sportz 1.2,10,380000,50000,Petrol,Individual,Manual,1
Maruti Gypsy E MG410W ST,28,95000,100000,Petrol,Individual,Manual,1
Mahindra Scorpio 1.99 S6 Plus,7,900000,35000,Diesel,Individual,Manual,0
Chevrolet Beat LT,11,200999,90000,Petrol,Individual,Manual,1
Maruti Omni E MPI STD BS IV,9,229999,11451,Petrol,Individual,Manual,0
Tata Nexon 1.5 Revotorq XZ,4,800000,60000,Diesel,Individual,Manual,0
Mahindra Verito 1.5 D4 BSIV,11,150000,172000,Diesel,Individual,Manual,1
Maruti Swift VDI,5,600000,60000,Diesel,Individual,Manual,0
Chevrolet Tavera LS B3 7 Seats BSII,18,150000,150000,Diesel,Individual,Manual,0
Chevrolet Optra Magnum 2.0 LS,14,150000,66000,Diesel,Individual,Manual,0
Maruti Eeco 5 Seater Standard BSIV,4,380000,5000,Petrol,Individual,Manual,0
Maruti Swift 1.3 VXi,17,80000,66508,Petrol,Individual,Manual,1
Honda Civic 1.8 MT Sport,16,225000,55000,Petrol,Individual,Manual,1
Tata Nano Lx BSIV,11,75000,29900,Petrol,Individual,Manual,0
Tata Hexa XT 4X4,6,1600000,3000,Diesel,Individual,Manual,0
Tata Indica Vista Quadrajet VX,11,185000,85000,Diesel,Individual,Manual,0
Mahindra Scorpio 2.6 CRDe SLE,12,425000,50000,Diesel,Individual,Manual,0
Tata Indica Vista Aqua 1.4 TDI,13,100000,120000,Diesel,Individual,Manual,1
Maruti Zen Estilo LXI BSIII,15,140000,90000,Petrol,Individual,Manual,1
Maruti Swift Dzire AMT ZXI Plus BS IV,6,710000,8000,Petrol,Individual,Automatic,0
Honda Amaze S AT i-Vtech,8,450000,7900,Petrol,Individual,Automatic,0
Datsun RediGO T Option,6,210000,50000,Petrol,Individual,Manual,0
Maruti Alto K10 VXI,7,270000,25000,Petrol,Individual,Manual,0
Maruti Alto LXi,14,110000,20000,Petrol,Individual,Manual,0
Maruti Swift VXI,5,540000,17500,Petrol,Individual,Manual,0
Mahindra Renault Logan 1.4 GLX Petrol,15,145000,25000,Petrol,Individual,Manual,0
Tata Safari Storme VX,10,360000,206500,Diesel,Individual,Manual,0
Hyundai i10 Magna LPG,10,250000,88600,Other,Individual,Manual,0
Tata Venture EX,11,110000,80000,Diesel,Individual,Manual,0
Chevrolet Captiva LT,15,250000,100000,Diesel,Individual,Manual,1
Ford Fiesta Classic 1.4 Duratorq CLXI,12,150000,186000,Diesel,Individual,Manual,1
Chevrolet Aveo U-VA 1.2 LS,13,140000,60000,Petrol,Individual,Manual,0
