name,owner,Age,selling_price,km_driven,fuel_Diesel,fuel_Petrol,seller_type_Dealer,seller_type_Individual,transmission_Manual
Chevrolet Spark 1.0,0,14,125000,70000,0,1,0,1,1
Maruti 800 AC,1,23,60000,40000,0,1,0,1,1
Chevrolet Tavera Neo 3 10 Seats BSIV,1,13,300000,120000,1,0,0,1,1
Ford Fiesta 1.6 ZXi Duratec,1,16,190000,60000,0,1,0,1,1
Maruti Ertiga VDI,0,10,400000,110000,1,0,0,1,1
Tata Manza Aura Quadrajet BS IV,1,12,260000,97000,1,0,0,1,1
Maruti Swift VVT VXI,0,6,400000,30000,0,1,0,1,1
Hyundai i20 Sportz Petrol,0,13,250000,40000,0,1,0,1,1
Hyundai Grand i10 1.2 Kappa Asta,0,4,600000,10000,0,1,0,1,1
Maruti Zen Estilo VXI BSIV,0,13,175000,52047,0,1,0,1,1
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,1,12,450000,200000,1,0,0,1,1
Tata Tiago 1.2 Revotron XZA,1,4,350000,15000,0,1,0,1,0
Maruti Vitara Brezza ZDi,0,5,800000,50000,1,0,0,1,1
Maruti Swift VXI BSIII,1,12,250000,70000,0,1,0,1,1
Maruti Swift VXI BSIV,0,4,600000,10000,0,1,0,1,1
Maruti Swift VDI BSIV,0,6,600000,90000,1,0,0,1,1
Maruti Alto 800 LXI,0,7,130000,40000,0,1,0,1,1
Maruti Wagon R LXI,1,17,90000,62009,0,1,0,1,1
Hyundai i20 Active 1.2 S,1,6,595000,33100,0,1,0,1,1
Hyundai EON Era Plus,1,9,190000,40000,0,1,0,1,1
Hyundai Santro GLS I - Euro I,1,24,50000,120000,0,1,0,1,1
Maruti Wagon R LXI Minor,0,16,95000,80000,0,1,0,1,1
Tata Safari Storme VX,0,7,1000000,70000,1,0,0,1,1
Mahindra Scorpio REV 116,1,17,220000,220000,0,1,0,1,1
Mahindra Bolero SLX,0,13,400000,50000,1,0,0,1,1
Datsun GO Plus A,1,8,315000,45000,0,1,0,1,1
Toyota Fortuner 4x4 MT,0,9,1000000,110000,1,0,0,1,1
Ford Ecosport 1.5 DV5 MT Titanium,0,9,500000,49000,1,0,0,1,1
Mahindra XUV500 W11 AT BSIV,0,5,1600000,35000,1,0,0,1,0
Mahindra Supro VX 8 Str,0,6,500000,160000,1,0,0,1,1
Maruti Alto LX,1,16,70000,180000,0,1,0,1,1
Maruti 800 AC,1,16,105000,60000,0,1,0,1,1
Ford Endeavour 2.5L 4X2 MT,1,15,400000,110000,1,0,0,1,1
Maruti Wagon R LXI,1,19,80000,60000,0,1,0,1,1
Maruti Alto 800 VXI,0,7,300000,30000,0,1,0,1,1
Mahindra KUV 100 D75 K2,0,6,409999,40000,1,0,0,1,1
Maruti Swift Glam,0,14,250000,70000,0,1,0,1,1
Tata New Safari DICOR 2.2 EX 4x2,1,13,250000,120000,1,0,0,1,1
Maruti Swift Dzire VDI,1,11,215000,80000,1,0,0,1,1
Toyota Fortuner 4x4 MT,0,8,1400000,120000,1,0,0,1,1
Honda Brio 1.2 VX MT,0,5,475000,20000,0,1,0,1,1
Honda Brio 1.2 VX MT,0,5,475000,22000,0,1,0,1,1
Chevrolet Spark 1.0 LS,1,15,75000,35000,0,1,0,1,1
Chevrolet Sail Hatchback LS ABS,1,10,200000,120000,1,0,0,1,1
Tata Tiago NRG Petrol,0,4,575000,8000,0,1,0,1,1
Maruti Ritz VDi,1,12,150000,40000,1,0,0,1,1
Maruti Vitara Brezza ZDi Plus,0,5,850000,10000,1,0,0,1,1
Hyundai Santro Era,0,4,350000,30000,0,1,0,1,1
Ford Endeavour 2.5L 4X2 MT,1,12,550000,54000,1,0,0,1,1
Hyundai Verna 1.4 VTVT,0,6,330000,80577,0,1,0,1,1
Honda City i-DTEC V,0,6,1044999,25000,1,0,0,1,1
Hyundai Verna 1.6 CRDI,1,12,300000,127500,1,0,0,1,1
Hyundai EON D Lite Plus,0,8,235000,40903,0,1,1,0,1
Ford Figo Petrol Titanium,1,12,120000,60000,0,1,0,1,1
Maruti Wagon R VXI,0,19,130000,46000,0,1,0,1,1
Ford Endeavour 4x4 XLT,1,19,275000,22288,1,0,1,0,1
Volkswagen Jetta 2.0 TDI Trendline,1,12,270000,180000,1,0,0,1,1
Volkswagen Polo 1.5 TDI Highline,1,8,500000,30000,1,0,0,1,1
Hyundai Grand i10 Sportz,0,8,400000,61690,0,1,1,0,1
Hyundai i20 Asta 1.2,0,8,600000,64484,0,1,1,0,1
Audi Q5 2.0 TDI,1,11,1350000,90000,1,0,0,1,0
Renault Duster 85PS Diesel RxE,1,10,400000,75976,1,0,1,0,1
Ford Figo Diesel Titanium,1,12,220000,70000,1,0,0,1,1
Honda Brio E MT,1,11,300000,85962,0,1,1,0,1
Maruti Omni E MPI STD BS IV,0,5,250000,120000,0,1,0,1,1
Honda Mobilio V i DTEC,0,8,600000,120000,1,0,0,1,1
Honda Brio S Option AT,1,11,285000,75000,0,1,0,1,0
Honda Accord 2.4 MT,0,14,350000,57035,0,1,1,0,1
Mahindra Bolero SLX,1,12,170000,70000,1,0,0,1,1
Ford Figo 1.2P Ambiente MT,0,8,229999,45000,0,1,0,1,1
Mahindra XUV500 W6 2WD,1,10,500000,72104,1,0,1,0,1
Tata Nano Lx,0,12,75000,15000,0,1,0,1,1
Hyundai i20 Active 1.2 SX,0,7,600000,30000,0,1,0,1,1
Tata Indigo LS Dicor,0,12,220000,80000,1,0,0,1,1
Tata Indica Vista Terra 1.4 TDI,1,14,150000,164000,1,0,0,1,1
Maruti Alto LX,1,17,65000,124439,0,1,0,1,1
Maruti Zen VXI,1,17,120000,77000,0,1,0,1,1
Maruti Swift Dzire VDI,0,9,240000,90000,1,0,0,1,1
Renault KWID 1.0 RXT Optional,0,6,390000,30000,0,1,0,1,1
Chevrolet Beat LS,0,11,180000,50000,0,1,0,1,1
Maruti Swift VDI,1,11,320000,80000,1,0,0,1,1
Maruti Alto 800 LXI,0,5,310000,5000,0,1,0,1,1
Maruti Wagon R AMT VXI,0,5,420000,24000,0,1,0,1,0
Tata Tiago NRG Petrol,0,4,550000,10000,0,1,0,1,1
Maruti Ertiga SHVS VDI,1,7,550000,78000,1,0,0,1,1
Mahindra TUV 300 T4 Plus,0,5,760000,50000,1,0,0,1,1
Maruti 800 AC BSII,1,22,43000,100000,0,1,0,1,1
Maruti Omni MPI STD BSIV,0,5,250000,20000,0,1,0,1,1
Hyundai Santro Magna BSIV,0,4,500000,1250,0,1,0,1,1
Tata Zest Revotron 1.2 XT,0,8,380000,17152,0,1,0,1,1
Mahindra XUV500 W11 Option AT AWD,0,4,1850000,5000,1,0,0,1,0
Volkswagen Polo Diesel Trendline 1.2L,0,11,350000,77000,1,0,0,1,1
Hyundai Verna CRDi,1,15,195000,90000,1,0,0,1,1
Chevrolet Beat LS,1,12,225000,80000,0,1,0,1,1
Toyota Innova 2.5 G (Diesel) 7 Seater,0,8,1125000,65000,1,0,0,1,1
Tata Indica Vista Quadrajet LX,0,12,133000,80000,1,0,0,1,1
Hyundai EON Era Plus,0,10,200000,24005,0,1,0,1,1
Maruti Vitara Brezza ZDi Plus,0,5,940000,20000,1,0,0,1,1
Renault Duster 85PS Diesel RxL,0,9,400000,120000,1,0,0,1,1
Hyundai i10 Era 1.1,1,14,120000,120000,0,1,0,1,1
Maruti Swift Dzire ZDI,0,8,625000,80000,1,0,0,1,1
Maruti Swift 1.3 VXi,0,18,110000,80000,0,1,0,1,1
Renault Duster 110PS Diesel RxZ,0,11,490000,100000,1,0,0,1,1
Maruti Alto LX,1,14,140000,120000,0,1,0,1,1
Ford Figo Diesel ZXI,1,12,175000,149000,1,0,0,1,1
Maruti Wagon R LXI BSIII,1,18,90000,65000,0,1,0,1,1
Maruti Swift Ldi BSIV,1,14,275000,100000,1,0,0,1,1
Volkswagen Vento Diesel Highline,1,12,300000,65000,1,0,0,1,1
Datsun GO Plus T Option BSIV,1,5,270000,19000,0,1,0,1,1
Chevrolet Beat LT,1,13,130000,80000,0,1,0,1,1
Maruti Alto K10 VXI Airbag,0,8,275000,30000,0,1,0,1,1
Maruti Swift VDI,0,11,352000,109000,1,0,0,1,1
Hyundai EON LPG Magna Plus,0,11,180000,90000,0,0,0,1,1
Maruti Alto LX,0,11,150000,90000,0,1,0,1,1
Volkswagen Vento Diesel Highline,1,12,300000,65000,1,0,0,1,1
Maruti Swift Vdi BSIII,1,13,300000,110000,1,0,0,1,1
Mahindra Bolero DI DX 7 Seater,0,16,225000,120000,1,0,0,1,1
Honda Mobilio V i DTEC,0,9,600000,44000,1,0,0,1,1
Maruti Ertiga BSIV ZXI,0,8,500000,80000,0,1,0,1,1
Honda BR-V i-VTEC S MT,0,5,900000,5000,0,1,0,1,1
Hyundai i20 Magna 1.2,0,7,600000,61000,0,1,0,1,1
Toyota Etios VD,1,12,450000,100000,1,0,0,1,1
Hyundai i10 Era 1.1,0,14,270000,27633,0,1,0,1,1
Maruti Swift Vdi BSIII,1,13,310000,100000,1,0,0,1,1
Hyundai Santro Xing GLS Audio LPG,0,11,250000,100000,0,0,0,1,1
Ford Figo 1.2P Titanium MT,0,4,700000,12586,0,1,1,0,1
Fiat Avventura Urban Cross 1.3 Multijet Emotion,0,5,650000,38083,1,0,1,0,1
Ford Figo Diesel ZXI,0,11,400000,55328,1,0,1,0,1
Ford Figo Diesel Titanium,0,11,425000,81632,1,0,1,0,1
Ford Aspire Titanium Diesel BSIV,0,7,600000,155201,1,0,1,0,1
Ford EcoSport 1.5 TDCi Titanium BSIV,0,10,600000,93283,1,0,1,0,1
Maruti Swift Ldi BSIII,0,14,300000,217871,1,0,1,0,1
Ford Fiesta Classic 1.4 Duratorq CLXI,0,11,450000,90165,1,0,1,0,1
Ford Ecosport 1.5 DV5 MT Titanium,0,9,750000,101504,1,0,1,0,1
Ford Figo Titanium Diesel BSIV,1,13,325000,86017,1,0,1,0,1
Mahindra XUV500 W8 2WD,1,10,900000,85036,1,0,1,0,1
Ford Ikon 1.3L Rocam Flair,1,17,180000,91086,0,1,1,0,1
Fiat Punto 1.3 Emotion,1,10,350000,160254,1,0,1,0,1
Ford EcoSport 1.5 TDCi Titanium BSIV,1,10,600000,125531,1,0,1,0,1
Honda WR-V i-DTEC V,0,4,900000,60000,1,0,0,1,1
Skoda Laura L n K 1.9 PD,0,17,350000,100000,1,0,0,1,1
Maruti Ritz LDi,1,10,280000,90000,1,0,0,1,1
Mahindra Xylo D2,1,14,225000,120000,1,0,0,1,1
Honda City i DTEC S,0,9,520000,82000,1,0,0,1,1
Mahindra Scorpio 1.99 S4,0,7,509999,60000,1,0,0,1,1
Maruti Baleno Alpha 1.2,0,4,556000,24000,0,1,0,1,1
Tata Indigo Grand Dicor,0,9,225000,120000,1,0,0,1,1
Honda Amaze EX i-Dtech,0,10,325000,65000,1,0,1,0,1
Maruti Swift VDI,0,10,365000,65000,1,0,1,0,1
Hyundai Creta 1.6 CRDi SX Plus,0,8,850000,84000,1,0,1,0,1
Toyota Etios GD SP,0,10,350000,75000,1,0,1,0,1
Maruti Swift VDI,0,16,225000,50000,1,0,1,0,1
Maruti Alto LX,0,12,135000,50000,0,1,0,1,1
Maruti Wagon R LXI Minor,0,16,140000,49000,0,1,1,0,1
Maruti SX4 S Cross DDiS 320 Delta,0,7,665000,560000,1,0,1,0,1
Renault KWID RXT,0,8,275000,14365,0,1,1,0,1
Toyota Fortuner 2.8 4WD AT BSIV,0,6,2750000,41000,1,0,0,1,0
Hyundai Verna 1.6 SX,0,10,484999,65000,1,0,1,0,1
Maruti Ciaz VDi Option SHVS,0,8,565000,65000,1,0,1,0,1
Maruti Swift Dzire VDI,0,10,425000,61083,1,0,1,0,1
Toyota Innova 2.5 VX (Diesel) 8 Seater,0,10,925000,75000,1,0,0,1,1
Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,0,11,565000,72000,1,0,1,0,1
Renault Duster 110PS Diesel RxL,0,9,525000,65000,1,0,1,0,1
Hyundai Tucson 2.0 e-VGT 2WD MT,0,6,1650000,55000,1,0,1,0,1
Hyundai EON Era Plus,1,8,295000,21000,0,1,1,0,1
Jaguar XF 5.0 Litre V8 Petrol,1,11,2050000,66363,0,1,1,0,0
Hyundai Creta 1.6 VTVT AT SX Plus,0,5,1475000,11700,0,1,1,0,0
Hyundai Verna VTVT 1.6 AT SX Option,0,6,1100000,10000,0,1,0,1,0
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,1,9,4400000,100000,1,0,0,1,0
Maruti Swift ZXI BSIV,0,7,670000,7104,0,1,0,0,1
Maruti S-Cross Zeta DDiS 200 SH,0,8,750000,45974,1,0,0,0,1
Hyundai Verna 1.6 VTVT SX,0,8,760000,55340,0,1,0,0,1
Volkswagen Polo GTI,1,6,850000,20000,0,1,1,0,0
Renault Pulse RxL,0,8,390000,61585,1,0,0,0,1
Maruti Celerio VXI AMT BSIV,1,7,450000,39415,0,1,0,0,0
Honda Brio V MT,0,9,425000,29654,0,1,0,0,1
Maruti Baleno Alpha 1.3,0,7,770000,64672,1,0,0,0,1
Hyundai Creta 1.6 SX Automatic Diesel,1,8,1150000,54634,1,0,0,0,0
Honda City i VTEC V,0,8,775000,66521,0,1,0,0,1
Toyota Innova Crysta 2.4 GX AT,1,5,1725000,23974,1,0,1,0,0
BMW 3 Series 320d Luxury Line,0,7,2150000,43000,1,0,1,0,0
Renault Duster 85PS Diesel RxL,1,10,450000,1000,1,0,1,0,1
Mercedes-Benz C-Class Progressive C 220d,0,5,3800000,10000,1,0,1,0,0
Audi A4 3.0 TDI Quattro,0,10,1580000,86000,1,0,1,0,0
BMW X5 xDrive 30d xLine,0,4,4950000,30000,1,0,1,0,0
Hyundai Creta 1.6 CRDi SX,0,7,535000,52600,1,0,0,1,1
Maruti SX4 Vxi BSIV,1,11,225000,110000,0,1,0,1,1
Hyundai Grand i10 1.2 Kappa Magna AT,0,6,550000,19890,0,1,1,0,0
Maruti Swift ZXI BSIV,0,7,670000,7104,0,1,0,0,1
Maruti Ertiga VXI,0,8,625000,11918,0,1,0,0,1
Hyundai Grand i10 Magna AT,0,6,520000,10510,0,1,1,0,0
Chevrolet Beat LT Option,0,7,239000,41000,0,1,1,0,1
Toyota Fortuner 4x2 AT,0,6,2600000,47162,1,0,0,0,0
Maruti S-Cross Zeta DDiS 200 SH,0,8,750000,45974,1,0,0,0,1
Hyundai i10 Magna,0,11,229999,49824,0,1,1,0,1
Audi A6 2.0 TDI Premium Plus,0,10,1300000,58500,1,0,1,0,0
Hyundai Santro GS,0,18,80000,56580,0,1,1,0,1
Skoda Laura Ambiente 2.0 TDI CR MT,0,11,385000,52000,1,0,1,0,1
Hyundai Verna 1.6 VTVT SX,0,8,760000,55340,0,1,0,0,1
Maruti Swift Dzire VDI,0,6,600000,46507,1,0,0,0,1
Renault Duster 85PS Diesel RxL,1,10,450000,1000,1,0,1,0,1
Mercedes-Benz C-Class Progressive C 220d,0,5,3800000,10000,1,0,1,0,0
Audi A4 3.0 TDI Quattro,0,10,1580000,86000,1,0,1,0,0
BMW X5 xDrive 30d xLine,0,4,4950000,30000,1,0,1,0,0
Hyundai Creta 1.6 CRDi SX,0,7,535000,52600,1,0,0,1,1
Maruti SX4 Vxi BSIV,1,11,225000,110000,0,1,0,1,1
Hyundai Grand i10 1.2 Kappa Magna AT,0,6,550000,19890,0,1,1,0,0
Maruti Swift ZXI BSIV,0,7,670000,7104,0,1,0,0,1
Maruti Ertiga VXI,0,8,625000,11918,0,1,0,0,1
Hyundai Grand i10 Magna AT,0,6,520000,10510,0,1,1,0,0
Chevrolet Beat LT Option,0,7,239000,41000,0,1,1,0,1
Toyota Fortuner 4x2 AT,0,6,2600000,47162,1,0,0,0,0
Maruti S-Cross Zeta DDiS 200 SH,0,8,750000,45974,1,0,0,0,1
Hyundai i10 Magna,0,11,229999,49824,0,1,1,0,1
Audi A6 2.0 TDI Premium Plus,0,10,1300000,58500,1,0,1,0,0
Hyundai Santro GS,0,18,80000,56580,0,1,1,0,1
Skoda Laura Ambiente 2.0 TDI CR MT,0,11,385000,52000,1,0,1,0,1
Hyundai Verna 1.6 VTVT SX,0,8,760000,55340,0,1,0,0,1
Maruti Swift Dzire VDI,0,6,600000,46507,1,0,0,0,1
Renault Duster 85PS Diesel RxL,1,10,450000,1000,1,0,1,0,1
Mercedes-Benz C-Class Progressive C 220d,0,5,3800000,10000,1,0,1,0,0
Audi A4 3.0 TDI Quattro,0,10,1580000,86000,1,0,1,0,0
BMW X5 xDrive 30d xLine,0,4,4950000,30000,1,0,1,0,0
Hyundai Creta 1.6 CRDi SX,0,7,535000,52600,1,0,0,1,1
Maruti SX4 Vxi BSIV,1,11,225000,110000,0,1,0,1,1
Hyundai Grand i10 1.2 Kappa Magna AT,0,6,550000,19890,0,1,1,0,0
Maruti Swift ZXI BSIV,0,7,670000,7104,0,1,0,0,1
Maruti Ertiga VXI,0,8,625000,11918,0,1,0,0,1
Hyundai Grand i10 Magna AT,0,6,520000,10510,0,1,1,0,0
Chevrolet Beat LT Option,0,7,239000,41000,0,1,1,0,1
Toyota Fortuner 4x2 AT,0,6,2600000,47162,1,0,0,0,0
Maruti S-Cross Zeta DDiS 200 SH,0,8,750000,45974,1,0,0,0,1
Hyundai i10 Magna,0,11,229999,49824,0,1,1,0,1
Audi A6 2.0 TDI Premium Plus,0,10,1300000,58500,1,0,1,0,0
Hyundai Santro GS,0,18,80000,56580,0,1,1,0,1
Skoda Laura Ambiente 2.0 TDI CR MT,0,11,385000,52000,1,0,1,0,1
Hyundai Verna 1.6 VTVT SX,0,8,760000,55340,0,1,0,0,1
Maruti Swift Dzire VDI,0,6,600000,46507,1,0,0,0,1
Renault Duster 85PS Diesel RxL,1,10,450000,1000,1,0,1,0,1
Mercedes-Benz C-Class Progressive C 220d,0,5,3800000,10000,1,0,1,0,0
Audi A4 3.0 TDI Quattro,0,10,1580000,86000,1,0,1,0,0
BMW X5 xDrive 30d xLine,0,4,4950000,30000,1,0,1,0,0
Hyundai Creta 1.6 CRDi SX,0,7,535000,52600,1,0,0,1,1
Maruti SX4 Vxi BSIV,1,11,225000,110000,0,1,0,1,1
Hyundai Grand i10 1.2 Kappa Magna AT,0,6,550000,19890,0,1,1,0,0
Maruti Swift ZXI BSIV,0,7,670000,7104,0,1,0,0,1
Maruti Ertiga VXI,0,8,625000,11918,0,1,0,0,1
Hyundai Grand i10 Magna AT,0,6,520000,10510,0,1,1,0,0
Chevrolet Beat LT Option,0,7,239000,41000,0,1,1,0,1
Toyota Fortuner 4x2 AT,0,6,2600000,47162,1,0,0,0,0
Maruti S-Cross Zeta DDiS 200 SH,0,8,750000,45974,1,0,0,0,1
Hyundai i10 Magna,0,11,229999,49824,0,1,1,0,1
Audi A6 2.0 TDI Premium Plus,0,10,1300000,58500,1,0,1,0,0
Hyundai Santro GS,0,18,80000,56580,0,1,1,0,1
Skoda Laura Ambiente 2.0 TDI CR MT,0,11,385000,52000,1,0,1,0,1
Hyundai Verna 1.6 VTVT SX,0,8,760000,55340,0,1,0,0,1
Maruti Swift Dzire VDI,0,6,600000,46507,1,0,0,0,1
Hyundai i20 Sportz 1.2,1,10,350000,50000,0,1,0,1,1
Maruti Alto 800 LXI,0,9,114999,30000,0,1,0,1,1
Hyundai i20 Sportz 1.2,1,10,380000,50000,0,1,0,1,1
Maruti Gypsy E MG410W ST,1,28,95000,100000,0,1,0,1,1
Mahindra Scorpio 1.99 S6 Plus,0,7,900000,35000,1,0,0,1,1
Chevrolet Beat LT,1,11,200999,90000,0,1,0,1,1
Maruti Omni E MPI STD BS IV,0,9,229999,11451,0,1,0,1,1
Tata Nexon 1.5 Revotorq XZ,0,4,800000,60000,1,0,0,1,1
Mahindra Verito 1.5 D4 BSIV,1,11,150000,172000,1,0,0,1,1
Maruti Swift VDI,0,5,600000,60000,1,0,0,1,1
Chevrolet Tavera LS B3 7 Seats BSII,0,18,150000,150000,1,0,0,1,1
Chevrolet Optra Magnum 2.0 LS,0,14,150000,66000,1,0,0,1,1
Maruti Eeco 5 Seater Standard BSIV,0,4,380000,5000,0,1,0,1,1
Maruti Swift 1.3 VXi,1,17,80000,66508,0,1,0,1,1
Honda Civic 1.8 MT Sport,1,16,225000,55000,0,1,0,1,1
Tata Nano Lx BSIV,0,11,75000,29900,0,1,0,1,1
Tata Hexa XT 4X4,0,6,1600000,3000,1,0,0,1,1
Tata Indica Vista Quadrajet VX,0,11,185000,85000,1,0,0,1,1
Mahindra Scorpio 2.6 CRDe SLE,0,12,425000,50000,1,0,0,1,1
Tata Indica Vista Aqua 1.4 TDI,1,13,100000,120000,1,0,0,1,1
Maruti Zen Estilo LXI BSIII,1,15,140000,90000,0,1,0,1,1
Maruti Swift Dzire AMT ZXI Plus BS IV,0,6,710000,8000,0,1,0,1,0
Honda Amaze S AT i-Vtech,0,8,450000,7900,0,1,0,1,0
Datsun RediGO T Option,0,6,210000,50000,0,1,0,1,1
Maruti Alto K10 VXI,0,7,270000,25000,0,1,0,1,1
Maruti Alto LXi,0,14,110000,20000,0,1,0,1,1
Maruti Swift VXI,0,5,540000,17500,0,1,0,1,1
Mahindra Renault Logan 1.4 GLX Petrol,0,15,145000,25000,0,1,0,1,1
Tata Safari Storme VX,0,10,360000,206500,1,0,0,1,1
Hyundai i10 Magna LPG,0,10,250000,88600,0,0,0,1,1
Tata Venture EX,0,11,110000,80000,1,0,0,1,1
Chevrolet Captiva LT,1,15,250000,100000,1,0,0,1,1
Ford Fiesta Classic 1.4 Duratorq CLXI,1,12,150000,186000,1,0,0,1,1
Chevrolet Aveo U-VA 1.2 LS,0,13,140000,60000,0,1,0,1,1
Maruti Ciaz Zeta BSIV,0,4,925000,11000,0,1,0,1,1
Tata Hexa XM,0,6,969999,30000,1,0,0,1,1
Hyundai Santro Xing GL PLUS CNG,1,16,90000,80000,0,0,0,1,1
Hyundai Santro GLS I - Euro I,1,22,55000,60000,0,1,0,1,1
Hyundai Verna CRDi,1,16,155000,100000,1,0,0,1,1
Mahindra Thar CRDe ABS,0,4,900000,15000,1,0,0,1,1
Maruti Alto K10 2010-2014 VXI,0,12,135000,90000,0,1,0,1,1
Maruti 800 AC,0,11,180000,120000,0,1,0,1,1
Hyundai Verna 1.6 SX,1,10,495000,100000,1,0,0,1,1
Toyota Innova 2.5 V Diesel 8-seater,1,14,400000,138000,1,0,0,1,1
Hyundai Verna CRDi,1,15,250000,110000,1,0,0,1,1
Maruti Alto K10 LXI,1,8,138000,120000,0,1,0,1,1
Honda City 1.5 V AT,1,12,311000,70000,0,1,0,1,0
Maruti Alto 800 VXI,0,8,190000,70000,0,1,0,1,1
Mahindra Bolero SLX,0,12,311000,140000,1,0,0,1,1
Maruti Ritz LXI,0,14,300000,15000,0,1,0,1,1
Honda Jazz VX,0,5,600000,20000,0,1,0,1,1
Mahindra Scorpio SLE BSIII,0,14,550000,100000,1,0,0,1,1
Skoda Rapid 1.6 MPI AT Elegance Plus,0,8,600000,70000,0,1,0,1,0
Maruti Alto 800 VXI,0,5,195000,5000,0,1,0,1,1
Tata Nano LX,0,10,58000,27974,0,1,0,1,1
Maruti Alto 800 VXI,0,5,183000,40000,0,1,0,1,1
Maruti Zen Estilo 1.1 VXI BSIII,0,16,95000,80000,0,1,0,1,1
Maruti Wagon R LX Minor,0,10,250000,38000,0,1,0,1,1
Maruti Wagon R LX Minor,0,10,250000,38000,0,1,0,1,1
Tata Zest Revotron 1.2 XT,0,9,400000,35000,0,1,0,1,1
Hyundai Verna 1.6 SX CRDi (O),1,11,409999,60000,1,0,0,1,1
Skoda Octavia Classic 1.9 TDI MT,1,19,120000,120000,1,0,0,1,1
Maruti Swift AMT VXI,0,5,600000,18000,0,1,0,1,0
Honda Amaze SX i-VTEC,0,7,600000,10000,0,1,0,1,1
Mahindra XUV500 W6 2WD,1,8,825000,90000,1,0,0,1,1
Toyota Etios GD,1,7,625000,80000,1,0,0,1,1
Hyundai Grand i10 Nios Magna CRDi,0,3,700000,1400,1,0,0,1,1
Chevrolet Beat LS,0,12,160000,60000,0,1,0,1,1
Maruti Alto LX,1,12,114999,60000,0,1,0,1,1
Maruti Wagon R LXI Minor,0,14,150000,53000,0,1,0,1,1
Volkswagen Jetta 1.9 L TDI,0,13,250000,100000,1,0,1,0,1
Hyundai Verna 1.6 SX,1,11,390000,86000,1,0,1,0,1
Renault Duster 85PS Diesel RxL,0,8,650000,100000,1,0,0,1,1
Hyundai Xcent 1.1 CRDi SX Option,0,7,600000,30000,1,0,0,1,1
Hyundai i20 1.2 Sportz,0,12,250000,120000,0,1,0,1,1
Hyundai Santro Xing GL Plus LPG,1,12,229999,60000,0,0,0,1,1
Maruti Ritz LDi,1,7,299000,50000,1,0,0,1,1
Chevrolet Cruze LTZ,1,13,330000,124000,1,0,0,1,1
Hyundai Accent Executive,1,11,180000,100000,0,1,0,1,1
Hyundai Grand i10 1.2 Kappa Asta,0,6,475000,42000,0,1,0,1,1
Hyundai Grand i10 CRDi Sportz,0,8,325000,100000,1,0,0,1,1
Honda City i VTEC V,0,7,639000,28205,0,1,1,0,1
Maruti Celerio VXI AT,0,6,415000,32670,0,1,1,0,0
Hyundai Creta 1.6 CRDi AT SX Plus,0,7,1199000,30093,1,0,1,0,0
Maruti Ertiga VXI CNG,0,10,525000,56228,0,0,1,0,1
Hyundai Verna 1.6 SX VTVT,0,10,425000,59319,0,1,1,0,1
Maruti Vitara Brezza VDi,0,7,699000,39503,1,0,1,0,1
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,0,10,325000,35299,0,1,1,0,1
Toyota Etios V,0,12,275000,51687,0,1,1,0,1
Volkswagen Vento Petrol Highline AT,0,12,269000,76259,0,1,1,0,0
Volkswagen Polo Diesel Highline 1.2L,0,10,399000,44049,1,0,1,0,1
Mahindra KUV 100 mFALCON D75 K8,0,6,475000,45087,1,0,1,0,1
Toyota Etios V,0,12,249000,41125,0,1,1,0,1
Audi A4 New  2.0 TDI Multitronic,0,9,1549000,42215,1,0,1,0,0
Volkswagen Polo Petrol Highline 1.2L,0,12,254999,54206,0,1,1,0,1
Skoda Rapid 1.6 MPI Active,0,11,269000,52547,0,1,1,0,1
Maruti Ertiga ZDI,0,9,665000,59110,1,0,1,0,1
Maruti Wagon R Stingray LXI,0,9,299000,54565,0,1,1,0,1
Hyundai i20 Asta,1,13,265000,47564,0,1,1,0,1
Volkswagen Polo Petrol Highline 1.2L,1,13,211000,45143,0,1,1,0,1
Skoda Superb 1.8 TSI,1,10,599000,61624,0,1,1,0,0
Tata Indigo LS,1,16,55000,195000,1,0,0,1,1
Hyundai Verna 1.6 SX CRDi (O),0,9,550000,50000,1,0,0,1,1
Land Rover Discovery Sport TD4 HSE 7S,0,5,4000000,68000,1,0,0,1,0
Tata Sumo GX TC 8 Str,1,13,220000,120000,1,0,0,1,1
Maruti Swift VXI,0,4,500000,20000,0,1,0,1,1
Maruti Alto LXi,0,13,140000,30000,0,1,0,1,1
Maruti Swift VDI,0,10,325000,60000,1,0,0,1,1
Hyundai i20 Magna,1,13,210000,90000,0,1,0,1,1
Maruti Alto LXi,1,15,110000,90000,0,1,0,1,1
Hyundai Verna CRDi 1.6 SX Option,0,4,1200000,25000,1,0,0,1,1
Maruti Alto 800 VXI,0,6,229999,40000,0,1,0,1,1
Maruti SX4 Vxi BSIV,1,11,225000,110000,0,1,0,1,1
Maruti Alto 800 LXI,0,17,165000,132000,0,1,0,1,1
Tata Tiago XZA AMT,0,5,525000,10980,0,1,1,0,0
Hyundai EON Era Plus,0,5,325000,20629,0,1,1,0,1
Toyota Innova Crysta 2.4 VX MT BSIV,0,5,1500000,50000,1,0,0,1,1
Hyundai Grand i10 AT Asta,0,8,400000,30000,0,1,0,1,0
